year,round,pick,overall_pick,owner_id,drafting_team,player,position,nfl_team,image_path
2019,1,2,2,Jake,Jake,Christian McCaffrey,RB,,,
2019,1,3,3,Muffin,Muffin,Alvin Kamara,RB,,,
2019,1,4,4,Bard,Bard,Ezekiel Elliott,RB,,,
2019,1,5,5,Sco,Sco,DeAndre Hopkins,WR,,,
2019,1,6,6,Miner,Miner,Michael Thomas,WR,,,
2019,1,7,7,Kyle,Kyle,Le'Veon Bell,RB,,,
2019,1,8,8,Hunter,Hunter,Todd Gurley,RB,,,
2019,2,1,9,Hunter,Hunter,Tyreek Hill,WR,,,
2019,2,2,10,Kyle,Kyle,Davante Adams,WR,,,
2019,2,3,11,Miner,Miner,James Conner,RB,,,
2019,2,4,12,Sco,Sco,Julio Jones,WR,,,
2019,2,5,13,Bard,Bard,David Johnson,RB,,,
2019,2,6,14,Muffin,Muffin,JuJu Smith-Schuster,WR,,,
2019,2,7,15,Jake,Jake,Odell Beckham Jr.,WR,,,
2019,2,8,16,Gary,Gary,Antonio Brown,WR,,,
2019,3,1,17,Gary,Gary,Patrick Mahomes,QB,,,
2019,3,2,18,Jake,Jake,Joe Mixon,RB,,,
2019,3,3,19,Muffin,Muffin,Travis Kelce,TE,,,
2019,3,4,20,Bard,Bard,Nick Chubb,RB,,,
2019,3,5,21,Sco,Sco,Dalvin Cook,RB,,,
2019,3,6,22,Miner,Miner,Mike Evans,WR,,,
2019,3,7,23,Kyle,Kyle,Keenan Allen,WR,,,
2019,3,8,24,Hunter,Hunter,Leonard Fournette,RB,,,
2019,4,1,25,Hunter,Hunter,Zach Ertz,TE,,,
2019,4,2,26,Kyle,Kyle,Melvin Gordon III,RB,,,
2019,4,3,27,Miner,Miner,Devonta Freeman,RB,,,
2019,4,4,28,Sco,Sco,Julian Edelman,WR,,,
2019,4,5,29,Bard,Bard,Chris Carson,RB,,,
2019,4,6,30,Muffin,Muffin,Amari Cooper,WR,,,
2019,4,7,31,Jake,Jake,David Montgomery,RB,,,
2019,4,8,32,Gary,Gary,Brandin Cooks,WR,,,
2019,5,1,33,Gary,Gary,James White,RB,,,
2019,5,2,34,Jake,Jake,George Kittle,TE,,,
2019,5,3,35,Muffin,Muffin,Kerryon Johnson,RB,,,
2019,5,4,36,Bard,Bard,Stefon Diggs,WR,,,
2019,5,5,37,Sco,Sco,Derrick Henry,RB,,,
2019,5,6,38,Miner,Miner,Aaron Jones,RB,,,
2019,5,7,39,Kyle,Kyle,Mark Ingram,RB,,,
2019,5,8,40,Hunter,Hunter,T.Y. Hilton,WR,,,
2019,6,1,41,Hunter,Hunter,Josh Jacobs,RB,,,
2019,6,2,42,Kyle,Kyle,Adam Thielen,WR,,,
2019,6,3,43,Miner,Miner,Tyler Lockett,WR,,,
2019,6,4,44,Sco,Sco,Alshon Jeffery,WR,,,
2019,6,5,45,Bard,Bard,Robert Woods,WR,,,
2019,6,6,46,Muffin,Muffin,Cooper Kupp,WR,,,
2019,6,7,47,Jake,Jake,Josh Gordon,WR,,,
2019,6,8,48,Gary,Gary,Sterling Shepard,WR,,,
2019,7,1,49,Gary,Gary,O.J. Howard,TE,,,
2019,7,2,50,Jake,Jake,Chris Godwin,WR,,,
2019,7,3,51,Muffin,Muffin,Sony Michel,RB,,,
2019,7,4,52,Bard,Bard,Kenny Golladay,WR,,,
2019,7,5,53,Sco,Sco,Duke Johnson,RB,,,
2019,7,6,54,Miner,Miner,Allen Robinson II,WR,,,
2019,7,7,55,Kyle,Kyle,Cam Newton,QB,,,
2019,7,8,56,Hunter,Hunter,Mike Williams,WR,,,
2019,8,1,57,Hunter,Hunter,Aaron Rodgers,QB,,,
2019,8,2,58,Kyle,Kyle,Evan Engram,TE,,,
2019,8,3,59,Miner,Miner,Hunter Henry,TE,,,
2019,8,4,60,Sco,Sco,Derrius Guice,RB,,,
2019,8,5,61,Bard,Bard,Deshaun Watson,QB,,,
2019,8,6,62,Muffin,Muffin,Tyler Boyd,WR,,,
2019,8,7,63,Jake,Jake,Calvin Ridley,WR,,,
2019,8,8,64,Gary,Gary,Baker Mayfield,QB,,,
2019,9,1,65,Gary,Gary,Kenyan Drake,RB,,,
2019,9,2,66,Jake,Jake,Marlon Mack,RB,,,
2019,9,3,67,Muffin,Muffin,Tarik Cohen,RB,,,
2019,9,4,68,Bard,Bard,A.J. Green,WR,,,
2019,9,5,69,Sco,Sco,Jared Cook,TE,,,
2019,9,6,70,Miner,Miner,Sammy Watkins,WR,,,
2019,9,7,71,Kyle,Kyle,Jarvis Landry,WR,,,
2019,9,8,72,Hunter,Hunter,Phillip Lindsay,RB,,,
2019,10,1,73,Hunter,Hunter,Marvin Jones,WR,,,
2019,10,2,74,Kyle,Kyle,Tevin Coleman,RB,,,
2019,10,3,75,Miner,Miner,Damien Williams,RB,,,
2019,10,4,76,Sco,Sco,Matt Ryan,QB,,,
2019,10,5,77,Bard,Bard,Austin Ekeler,RB,,,
2019,10,6,78,Muffin,Muffin,DJ Moore,WR,,,
2019,10,7,79,Jake,Jake,Miles Sanders,RB,,,
2019,10,8,80,Gary,Gary,Robby Anderson,WR,,,
2019,11,1,81,Gary,Gary,Dede Westbrook,WR,,,
2019,11,2,82,Jake,Jake,Carson Wentz,QB,,,
2019,11,3,83,Muffin,Muffin,LeSean McCoy,RB,,,
2019,11,4,84,Bard,Bard,Christian Kirk,WR,,,
2019,11,5,85,Sco,Sco,Emmanuel Sanders,WR,,,
2019,11,6,86,Miner,Miner,Drew Brees,QB,,,
2019,11,7,87,Kyle,Kyle,Jared Goff,QB,,,
2019,11,8,88,Hunter,Hunter,Bears,DEF,,,
2019,12,1,89,Hunter,Hunter,Latavius Murray,RB,,,
2019,12,2,90,Kyle,Kyle,Justin Tucker,K,,,
2019,12,3,91,Miner,Miner,Jaguars ,DEF,,,
2019,12,4,92,Sco,Sco,Curtis Samuel,WR,,,
2019,12,5,93,Bard,Bard,Nyheim Hines,RB,,,
2019,12,6,94,Muffin,Muffin,Ben Roethlisberger,QB,,,
2019,12,7,95,Jake,Jake,Will Fuller,WR,,,
2019,12,8,96,Gary,Gary,Greg Zuerlein,K,,,
2019,13,1,97,Gary,Gary,Rams ,DEF,,,
2019,13,2,98,Jake,Jake,Wil Lutz,K,,,
2019,13,3,99,Muffin,Muffin,Eagles ,DEF,,,
2019,13,4,100,Bard,Bard,Stephen Gostkowski,K,,,
2019,13,5,101,Sco,Sco,Chargers ,DEF,,,
2019,13,6,102,Miner,Miner,Harrison Butker,K,,,
2019,13,7,103,Kyle,Kyle,Vikings,DEF,,,
2019,13,8,104,Hunter,Hunter,James Washington,WR,,,
2019,14,1,105,Hunter,Hunter,Ka'imi Fairbairn,K,,,
2019,14,2,106,Kyle,Kyle,Peyton Barber,RB,,,
2019,14,3,107,Miner,Miner,Matt Breida,RB,,,
2019,14,4,108,Sco,Sco,Darwin Thompson,RB,,,
2019,14,5,109,Bard,Bard,Patriots ,DEF,,,
2019,14,6,110,Muffin,Muffin,Kyler Murray,QB,,,
2019,14,7,111,Jake,Jake,Tom Brady,QB,,,
2019,14,8,112,Gary,Gary,Jamison Crowder,WR,,,
2019,15,1,113,Gary,Gary,Vance McDonald,TE,,,
2019,15,2,114,Jake,Jake,Bills,DEF,,,
2019,15,3,115,Muffin,Muffin,Adam Vinatieri,K,,,
2019,15,4,116,Bard,Bard,Jack Doyle,TE,,,
2019,15,5,117,Sco,Sco,Jake Elliott,K,,,
2019,15,6,118,Miner,Miner,Tony Pollard,RB,,,
2019,15,7,119,Kyle,Kyle,Larry Fitzgerald,WR,,,
2019,15,8,120,Hunter,Hunter,Jacoby Brissett,QB,,,
